abbreviation,alt_color,alt_name1,alt_name2,alt_name3,classification,color,conference,id,location_capacity,location_city,location_country_code,location_dome,location_elevation,location_grass,location_latitude,location_longitude,location_name,location_state,location_timezone,location_venue_id,location_year_constructed,location_zip,logo,logos,mascot,school,twitter
,,,,,,,,1000993,,,,,,,,,,,,,,,,,,Lackawanna College,
LAF,#a59474,,LAF,Lafayette,fcs,#790000,Patriot,322,13132,Easton,US,False,81.43208313,False,40.7009796,-75.2106499,Fisher Field,PA,America/New_York,3721,1926,18042,http://a.espncdn.com/i/teamlogos/ncaa/500/322.png,,Leopards,Lafayette,@LafColFootball
LAG,,,LAG,LaGrange,iii,,USA South,548,5000,Lagrange,US,False,,,33.039291,-85.0313269,Callaway Stadium,GA,,5910,,,http://a.espncdn.com/i/teamlogos/ncaa/500/548.png,,Panthers,Lagrange College,
LAKEERIE,,,LAKEERIE,Lake Erie,ii,,Great Midwest Athletic,437,3000,Painesville,US,False,,,41.7244885,-81.245657,Jack Britt Memorial Stadium,OH,,3769,,44077,http://a.espncdn.com/i/teamlogos/ncaa/500/437.png,,Storm,Lake Erie,
LAK,,,LAK,Lake Forst,iii,,Midwest,262,2000,Lake Forest,US,False,,,42.2586342,-87.840625,Farwell Field,IL,,5915,,60045,http://a.espncdn.com/i/teamlogos/ncaa/500/262.png,,Foresters,Lake Forest College,
SEU,#ffc423,,SEU,Southeastern,,#007dc3,,267,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/267.png,,Fires,LAKELAND,
LAM,#ebebeb,,LAM,Lamar,fcs,,Southland,2320,16000,Beaumont,US,False,3.981505394,False,30.04313,-94.069963,Provost Umphrey Stadium,TX,America/Chicago,3882,1964,77705,http://a.espncdn.com/i/teamlogos/ncaa/500/2320.png,,Cardinals,Lamar,@LamarFootball
LAM,,,LAM,Lambuth,,#000000,,2321,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2321.png,,Eagles,Lambuth,
,,,,,,,,1000994,,,,,,,,,,,,,,,,,,Laney College,
LANGSTON,,,LANGSTON,Langston,,,,2324,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2324.png,,Lions,Langston University,
LAS,,,LAS,La Salle,,,,2325,,,,,,,,,,,,,,,,,Explorers,La Salle,
ST. A,,,ST. A,St. Andrew,,,,111610,,,,,,,,,,,,,,,,,Knights,Laurinburg,
LAVERNE,#f89828,,LAVERNE,Laverne,iii,#004812,So. Cal.,2318,2500,La Verne,US,False,,,34.1008426,-117.7678355,Ortmayer Stadium,CA,,5909,,91750,http://a.espncdn.com/i/teamlogos/ncaa/500/2318.png,,Leopards,La Verne,
LWTC,,,LWTC,Lawrence Tech,,,,102071,,,,,,,,,,,,,,,,,Blue Devils,Lawrence Tech,
LAW,,,LAW,Lawrence,iii,,Midwest,268,3634,Appleton,US,False,,,44.2613967,-88.4069744,Ron Roberts Field at the Banta Bowl,WI,,5919,,,http://a.espncdn.com/i/teamlogos/ncaa/500/268.png,,Vikings,Lawrence University,
LEB,#ffffff,,LEB,Lebanon,iii,#003767,Mid Atlantic,388,2000,Annville,US,False,,,40.3295901,-76.515226,Arnold Field (PA),PA,,3621,,17003,http://a.espncdn.com/i/teamlogos/ncaa/500/388.png,,Flying Dutchmen,Lebanon Valley,
LEH,#b69e70,,LEH,Lehigh,fcs,#6c2b2a,Patriot,2329,16000,Bethlehem,US,False,90.32305145,False,40.5890837,-75.3553874,Goodman Stadium,PA,America/New_York,3741,1988,18015,http://a.espncdn.com/i/teamlogos/ncaa/500/2329.png,,Mountain Hawks,Lehigh,@LehighFootball
LENRHYNE,#ffffff,,LENRHYNE,Len-Rhyne,ii,,South Atlantic,2331,8500,Hickory,US,False,,,35.7333312,-81.3442915,Helen and Leonard Moretz Stadium,NC,,6553,,28602,http://a.espncdn.com/i/teamlogos/ncaa/500/2331.png,,Bears,Lenoir-Rhyne,
LEW,#000000,,LEW,Lws & Clrk,iii,#f37737,Northwest,2333,3000,Portland,US,False,,,45.5202471,-122.6741949,Griswold Stadium,OR,,5920,,97201,http://a.espncdn.com/i/teamlogos/ncaa/500/2333.png,,Pioneers,Lewis & Clark College,
LIB,#a61f21,,LIB,Liberty,fbs,#071740,Conference USA,2335,25000,Lynchburg,US,False,272.9237061,False,37.3544305,-79.1750239,Williams Stadium (VA),VA,America/New_York,3992,1989,24502,http://a.espncdn.com/i/teamlogos/ncaa/500/2335.png,,Flames,Liberty,@LibertyFootball
LIMESTONE,#fff607,,LIMESTONE,Limestone,ii,#19468d,South Atlantic,2336,10000,Gaffney,US,False,212.4,,35.0717945,-81.6498195,The Reservation,SC,,4750,2008,29342,http://a.espncdn.com/i/teamlogos/ncaa/500/2336.png,,Saints,Limestone,
,,,,,,,,1000971,,,,,,,,,,,,,,,,,,Limestone College,
,,,,,,,,1001034,,,,,,,,,,,,,,,,,,Limestone University,
LIN,,,LIN,Lincoln (CA),ii,,Independent DII,124179,,,,,,,,,,,,,,,,,Oaklanders,Lincoln (CA),
LIN,,,LIN,Lincoln (MO),ii,,Great Lakes,2876,5500,Jefferson City,US,False,,,38.577359,-92.1724265,Dwight T. Reed Stadium,MO,,6045,,65101,http://a.espncdn.com/i/teamlogos/ncaa/500/2876.png,,Blue Tigers,Lincoln (MO),
LINP,,,LINP,Lincoln (PA),ii,,CIAA,2339,5000,Lincoln University,US,False,,,39.8065518,-75.9287055124769,Lincoln University Stadium,PA,,3808,,19352,http://a.espncdn.com/i/teamlogos/ncaa/500/2339.png,,Lions,Lincoln (PA),
LIN,,,LIN,Lindenwood,fcs,,Big South-OVC,2815,7450,Saint Charles,US,False,,,38.7946252,-90.519829,Hunter Stadium,MO,,3749,,63301,http://a.espncdn.com/i/teamlogos/ncaa/500/2815.png,,Lions,Lindenwood,@LindenwoodFB
LINB,,,LINB,Lind Bellv,,,,3209,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/3209.png,,Lynx,Lindenwood Belleville,
,,,,,,,,1000955,,,,,,,,,,,,,,,,,,Lindenwood University,
LINDWIL,,,LINDWIL,Lindsey Wilson,,,,2877,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2877.png,,Lindsey,Lindsey Wilson College,
LIN,#d41e47,,LIN,Linfield,iii,#46256a,Northwest,203,4000,Mcminnville,US,False,,,45.2100367,-123.194463,Maxwell Field,OR,,5119,,97128,http://a.espncdn.com/i/teamlogos/ncaa/500/203.png,,Wildcats,Linfield College,
ARKAN,,,ARKAN,Arkansas Bapti,,,,124386,,,,,,,,,,,,,,,,,Buffaloes,Little Rock,
LIU,,LIU-C.W. Post,LIU,LIU Post,,#000000,,2089,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2089.png,,Pioneers,LIU Post,
LIV,,,LIV,Lvingstone,ii,,CIAA,2940,6000,Salisbury,US,False,,,35.6709727,-80.4742261,Alumni Memorial Stadium (NC),NC,,3612,,28144,http://a.espncdn.com/i/teamlogos/ncaa/500/2940.png,,Blue Bears,Livingstone,
,,,,,,,,1000972,,,,,,,,,,,,,,,,,,Livingstone College,
LHU,,,LHU,Lock Haven,ii,,Pennsylvania State Athletic,209,3500,Lock Haven,US,False,,,41.1369077,-77.4471641,Hubert Jack Stadium,PA,,3760,,,http://a.espncdn.com/i/teamlogos/ncaa/500/209.png,,Bald Eagles,Lock Haven University,
,,,,,,,,1001022,,,,,,,,,,,,,,,,,,Long Beach City College,
LIU,,,LIU,Long Island,fcs,,NEC,2341,,,,,,,,,,,,,,,https://a.espncdn.com/i/teamlogos/ncaa/500/112358.png,,Sharks,Long Island University,
LSBG,,,LSBG,Louisburg,,,,102118,,,,,,,,,,,,,,,,,Hurricanes,Louisburg,
UL,#ffffff,UL Lafayette,UL,Louisiana,fbs,#ce181e,Sun Belt,309,41426,Lafayette,US,False,3.556508303,False,30.2158434,-92.0417371,Cajun Field,LA,America/Chicago,3666,1971,70506,http://a.espncdn.com/i/teamlogos/ncaa/500/309.png,,Ragin' Cajuns,Louisiana,@RaginCajunsFB
LACOLLEGE,,,LACOLLEGE,LA College,,,,2347,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2347.png,,Wildcats,Louisiana College,
LT,#d3313a,,LT,Louisiana Tech,fbs,#002d65,Conference USA,2348,28019,Ruston,US,False,72.87982941,False,32.5321487,-92.6560019,Joe Aillet Stadium,LA,America/Chicago,3776,1968,71272,http://a.espncdn.com/i/teamlogos/ncaa/500/2348.png,,Bulldogs,Louisiana Tech,@LATechFB
LOU,#000000,,LOU,Louisville,fbs,#c9001f,ACC,97,60000,Louisville,US,False,138.5615997,False,38.2057621,-85.7588141,L&N Federal Credit Union Stadium,KY,America/Kentucky/Louisville,3873,1998,40292,http://a.espncdn.com/i/teamlogos/ncaa/500/97.png,,Cardinals,Louisville,@LouisvilleFB
LSU,#fdd023,Louisiana State,LSU,LSU,fbs,#461d7c,SEC,99,102321,Baton Rouge,US,False,7.640734673,True,30.412035,-91.1838163,Tiger Stadium (LA),LA,America/Chicago,3958,1924,70803,http://a.espncdn.com/i/teamlogos/ncaa/500/99.png,,Tigers,LSU,@LSUFootball
LUT,#a5bbda,,LUT,Luther,iii,#015a9c,American Rivers,67,5000,Decorah,US,False,,,43.3041609,-91.7859098,Legacy Field in Carlson Stadium,IA,,5923,,,http://a.espncdn.com/i/teamlogos/ncaa/500/67.png,,Norse,Luther,
LYCOMING,#eaa22e,,LYCOMING,Lycoming,iii,#15283f,Landmark Conference,2354,3700,Williamsport,US,False,,,41.2493292,-77.0027671,David Person Field,PA,,5925,,17701,http://a.espncdn.com/i/teamlogos/ncaa/500/2354.png,,Warriors,Lycoming,
LYON,,,LYON,LYONCOLL,iii,,Southern Collegiate Athletic,101161,,,,,,,,,,,,,,,,,Scots,LYONCOLL,
MACALES,,,MACALES,Macalester,iii,,Minnesota,2359,4000,Saint Paul,US,False,,,44.9497487,-93.0931028,Macalester Stadium,MN,,5928,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2359.png,,Scots,Macalester,
MAC,,,MAC,MacMurray ,,#000000,,273,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/273.png,,Highlanders,MacMurray College,
MADON,,,MADON,Madonna Univer,,,,126146,,,,,,,,,,,,,,,,,Madonna,Madonna University,
,,,,Madonna University (Mich.),,,,127078,,,,,,,,,,,,,,,,,Madonna Un,Madonna University (Mich.),
ME,,,ME,Maine,fcs,#127dbe,CAA,311,10000,Orono,US,False,35.4817543,False,44.905128,-68.6724718,Alfond Stadium,ME,America/New_York,3607,1998,4469 ,http://a.espncdn.com/i/teamlogos/ncaa/500/311.png,,Black Bears,Maine,@BlackBearsFB
MAI,,,MAI,ME Mrtme,iii,,Independent DIII,274,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/274.png,,Mariners,Maine Maritime,
MAL,,,MAL,Malone,,#000000,,556,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/556.png,,Pioneers,Malone,
MNCHSTR,#000000,,MNCHSTR,Manchester,iii,#ddac14,Heartland,2362,4500,North Manchester,US,False,,,41.0006005,-85.768597,Carl W. Burt Memorial Stadium,IN,,5930,,46962,http://a.espncdn.com/i/teamlogos/ncaa/500/2362.png,,Spartans,Manchester,
MAN,,,MAN,Manitoba,,,,2770,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2770.png,,Manitoba,MANITOBA,
MANSFIELD,,,MANSFIELD,Mansfield,,,,2365,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2365.png,,Mountaineers,Mansfield University,
MAR,,,MAR,Maranatha Baptist ,,#000000,,421,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/421.png,,Crusaders,Maranatha Baptist College,
MARIANIN,,,MARIANIN,Marian,,,,2366,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2366.png,,Marian,Marian College,
,,,,MARIAN (IN,,,,121696,,,,,,,,,,,,,,,,,Marian (In,MARIAN (IN,
MAR,,,MAR,Marietta,iii,,Ohio,317,5000,Marietta,US,False,,,39.4167742,-81.4548392,Don Drumm Stadium,OH,,5931,,45750,http://a.espncdn.com/i/teamlogos/ncaa/500/317.png,,Pioneers,Marietta,
MRST,#f0f0f0,,MRST,Marist,fcs,#e53730,Pioneer,2368,5000,Poughkeepsie,US,False,24.94474983,False,41.7191409,-73.9329549,Leonidoff Field,NY,America/New_York,36,1968,12601,http://a.espncdn.com/i/teamlogos/ncaa/500/2368.png,,Red Foxes,Marist,@Marist_Football
MRSH,#be854c,,MRSH,Marshall,fbs,#00ae42,Sun Belt,276,38016,Huntington,US,False,163.7328186,False,38.4247042,-82.4214412,Joan C. Edwards Stadium,WV,America/New_York,3775,1991,25755,http://a.espncdn.com/i/teamlogos/ncaa/500/276.png,,Thundering Herd,Marshall,@HerdFB
,,,,,,,,1001036,,,,,,,,,,,,,,,,,,Marshall Sr.,
MARSHILL,#efc814,,MARSHILL,Mars Hill,ii,#004b8d,South Atlantic,2369,5000,Mars Hill,US,False,,,35.82685585,-82.5505768698772,Meares Stadium,NC,,6046,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2369.png,,Mountain Lions,Mars Hill,
MAR,,,MAR,Mart Lther,iii,,Upper Midwest,446,2500,New Ulm,US,False,,,44.3140261,-94.4614177,MLC Bowl,MN,,3843,,56073,http://a.espncdn.com/i/teamlogos/ncaa/500/446.png,,Knights,Martin Luther,
MRYHRBAY,#fece1c,,MRYHRBAY,Mry Hr-Bay,iii,#492f92,American Southwest,2371,7671,Belton,US,False,,,31.0560132,-97.464453,Crusader Stadium,TX,,4463,,76513,http://a.espncdn.com/i/teamlogos/ncaa/500/2371.png,,Crusaders,Mary Hardin-Baylor,
MD,#ffcd00,,MD,Maryland,fbs,#D5002B,Big Ten,120,51802,College Park,US,False,32.68748093,False,38.9903332,-76.9473792,SECU Stadium,MD,America/New_York,3665,1950,20742,http://a.espncdn.com/i/teamlogos/ncaa/500/120.png,,Terrapins,Maryland,@TerpsFootball
MRYVILTN,,Maryville (TN),MRYVILTN,Maryville,iii,,USA South,2373,3000,Maryville,US,False,,,35.7564719,-83.9704593,Lloyd L. Thornton Stadium,TN,,5932,,37802,http://a.espncdn.com/i/teamlogos/ncaa/500/2373.png,,Scots,Maryville College (TN),
MASS,#B1B3B3,UMass,MASS,Massachusetts,fbs,#971B2F,FBS Independents,113,17000,Hadley,US,False,46.58664703,False,42.3773244,-72.5360595,Warren McGuirk Alumni Stadium,MA,America/New_York,3985,1965,1003 ,http://a.espncdn.com/i/teamlogos/ncaa/500/113.png,,Minutemen,Massachusetts,@UMassFootball
MAMARI,#fed523,,MAMARI,MA Maritme,iii,#212c62,MSCAC,110,2300,Buzzards Bay,US,False,,,41.745383,-70.618087,Clean Harbors Stadium,MA,,5940,,02532,http://a.espncdn.com/i/teamlogos/ncaa/500/110.png,,Buccaneers,Mass Maritime,
MAYVILLE,,,MAYVILLE,Mayvlle St,,,,561,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/561.png,,Comets,Mayville State,
MCD,#f5cc2e,,MCD,McDaniel,iii,#00674d,Centennial,2700,1434,Westminster,US,False,,,39.5752639,-76.9959277,Kenneth R. Gill Stadium,MD,,3922,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2700.png,,Green Terror,McDaniel College,
MCM,#000000,,MCM,McMurry,iii,#98002e,Southern Collegiate Athletic,241,3550,Abilene,US,False,,,32.44645,-99.7475905,Wilford Moore Stadium,TX,,5996,,79697,http://a.espncdn.com/i/teamlogos/ncaa/500/241.png,,War Hawks,McMurry,
MCN,,,MCN,McNeese,fcs,#00529C,Southland,2377,17610,Lake Charles,US,False,4.168509007,False,30.1804575,-93.2178729,Cowboy Stadium,LA,America/Chicago,3686,1965,70607,http://a.espncdn.com/i/teamlogos/ncaa/500/2377.png,,Cowboys,McNeese,@McNeeseFootball
,,,,Mcpherson College,,,,6584,,,,,,,,,,,,,,,,,Mcpherson,Mcpherson College,
MEM,#8e908f,,MEM,Memphis,fbs,#004991,American Athletic,235,58325,Memphis,US,False,90.62445831,False,35.1209429,-89.977147,Simmons Bank Liberty Stadium,TN,America/Chicago,3805,1965,38152,http://a.espncdn.com/i/teamlogos/ncaa/500/235.png,,Tigers,Memphis,@MemphisFB
MEN,,,MEN,Menlo,,#000000,,2381,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2381.png,,Oaks,Menlo,
MER,#080808,,MER,Mercer,fcs,#ff7f29,Southern,2382,10200,Macon,US,False,138.6699677,False,32.8262075,-83.6522485,Five Star Stadium at the Moye Complex,GA,America/New_York,4417,2013,31207,http://a.espncdn.com/i/teamlogos/ncaa/500/2382.png,,Bears,Mercer,@MercerFootball
MER,,,MER,Mrchnt Mar,iii,,NEWMAC,2383,2000,Kings Point,US,False,,,40.8197813,-73.7351337,Brooks Stadium (NY),NY,,5997,,11024,http://a.espncdn.com/i/teamlogos/ncaa/500/2383.png,,Mariners,Merchant Marine Academy,
MERC,,,MERC,Mercyhurst,fcs,,NEC,2385,2300,Erie,US,False,,,42.1294712,-80.0852695,Saxon Stadium,PA,,4428,,16530,http://a.espncdn.com/i/teamlogos/ncaa/500/2385.png,,Lakers,Mercyhurst,
,,,,,,,,1001023,,,,,,,,,,,,,,,,,,Mercyhurst College,
MRMK,,,MRMK,Merrimack,fcs,,FCS Independents,2771,3500,North Andover,US,False,,,42.6839894,-71.1127065,Duane Stadium,MA,,6048,,01845,http://a.espncdn.com/i/teamlogos/ncaa/500/2771.png,,Warriors,Merrimack,@MerrimackFB
MTH,,,MTH,Methodist,iii,,USA South,291,800,Fayetteville,US,False,,,35.0525759,-78.878292,Monarch Stadium,NC,,5998,,28304,http://a.espncdn.com/i/teamlogos/ncaa/500/291.png,,Monarchs,Methodist,
MIA,#f47321,Miami (FL),MIA,Miami,fbs,#005030,ACC,2390,64767,Miami Gardens,US,False,2.624486446,False,25.9579665,-80.2388604,Hard Rock Stadium,FL,America/New_York,3948,1987,33299,http://a.espncdn.com/i/teamlogos/ncaa/500/2390.png,,Hurricanes,Miami,@CanesFootball
M-OH,#f0f0f0,,M-OH,Miami OH,fbs,#a4000c,Mid-American,193,24286,Oxford,US,False,242.2643585,False,39.5197009,-84.7330255,Yager Stadium,OH,America/New_York,3996,1983,45056,http://a.espncdn.com/i/teamlogos/ncaa/500/193.png,,RedHawks,Miami (OH),@MiamiOHFootball
MICH,#ffcb05,,MICH,Michigan,fbs,#00274c,Big Ten,130,107601,Ann Arbor,US,False,255.5500031,False,42.2658365,-83.7486956,Michigan Stadium,MI,America/Detroit,3558,1927,48109,http://a.espncdn.com/i/teamlogos/ncaa/500/130.png,,Wolverines,Michigan,@UMichFootball
MSU,#ffffff,,MSU,Michigan St,fbs,#18453b,Big Ten,127,75005,East Lansing,US,False,254.8794861,True,42.7281474,-84.4848526,Spartan Stadium,MI,America/Detroit,3936,1923,48824,http://a.espncdn.com/i/teamlogos/ncaa/500/127.png,,Spartans,Michigan State,@MSU_Football
MTU,,,MTU,Michigan Tech,ii,,GLIAC,2392,4684,Houghton,US,False,,,46.8591287,-88.7774734,Sherman Field,MI,,3927,,49931,http://a.espncdn.com/i/teamlogos/ncaa/500/2392.png,,Huskies,Michigan Tech,
MIDLBRY,#ffffff,,MIDLBRY,Middlebury,iii,#365a8a,NESCAC,2394,3500,Middlebury,US,False,,,44.0072736,-73.1633010541542,Alumni Stadium (VT),VT,,6079,,05753,http://a.espncdn.com/i/teamlogos/ncaa/500/2394.png,,Panthers,Middlebury,
MGST,,,MGST,Middle Georgia State College,,,,111755,,,,,,,,,,,,,,,,,Knights,Middle Georgia State College,
MTSU,#ffffff,Middle Tennessee State,MTSU,MTSU,fbs,#006db6,Conference USA,2393,30788,Murfreesboro,US,False,191.7279816,False,35.8511463,-86.3681649,"Johnny ""Red"" Floyd Stadium",TN,America/Chicago,3725,1933,37132,http://a.espncdn.com/i/teamlogos/ncaa/500/2393.png,,Blue Raiders,Middle Tennessee,@MT_FB
MIDLAND,,,MIDLAND,Mid Luthrn,,,,565,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/565.png,,Midland Lutheran,Midland Lutheran College,
MID,,,MID,Midwest St,ii,,Lone Star,2395,14500,Wichita Falls,US,False,,,33.9137085,-98.4933873,"Memorial Stadium (Wichita Falls, TX)",TX,,6049,,76307,http://a.espncdn.com/i/teamlogos/ncaa/500/2395.png,,Mustangs,Midwestern State,
MIL,,,MIL,Miles,ii,,SIAC,2396,8500,Fairfield,US,False,,,33.4859402,-86.9119366,Albert J. H. Sloan - Alumni Stadium,AL,,6027,,35421,http://a.espncdn.com/i/teamlogos/ncaa/500/2396.png,,Golden Bears,Miles College,
MIL,,,MIL,Millersvll,ii,,Pennsylvania State Athletic,210,5300,Millersville,US,False,,,39.997998,-76.3545372,Chryst Field at Biemesderfer Stadium,PA,,4431,,17551,http://a.espncdn.com/i/teamlogos/ncaa/500/210.png,,Marauders,Millersville,
MIL,,,MIL,Millikin,iii,,CCIW,74,4000,Decatur,US,False,,,39.8454163,-88.9524151,Frank M. Lindsay Field,IL,,6080,,62521,http://a.espncdn.com/i/teamlogos/ncaa/500/74.png,,Big Blue,Millikin,
MIL,,,MIL,Millsaps,iii,,Southern Athletic,2398,3000,Jackson,US,False,,,32.2990021,-90.1847691,Harper Davis Field,MS,,6081,,39202,http://a.espncdn.com/i/teamlogos/ncaa/500/2398.png,,Majors,Millsaps,
MINN,#fab41c,,MINN,Minnesota,fbs,#5e0a2f,Big Ten,135,50850,Minneapolis,US,False,254.3902283,False,44.976525,-93.2245462,Huntington Bank Stadium,MN,America/Chicago,3953,2009,55488,http://a.espncdn.com/i/teamlogos/ncaa/500/135.png,,Golden Gophers,Minnesota,@GopherFootball
MIN,,,MIN,Minnesota-Crookston,,#000000,,2772,,,,,,,,,,,,,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2772.png,,Golden Eagles,Minnesota-Crookston,
UMD,,,UMD,Minn Duluth,ii,,Northern Sun,134,4500,Duluth,US,False,,,46.7729322,-92.1251218,James S. Malosky Stadium,MN,,6051,,55811,http://a.espncdn.com/i/teamlogos/ncaa/500/134.png,,Bulldogs,Minnesota Duluth,
,,,,,,,,1001020,,,,,,,,,,,,,,,,,,Minnesota Duluth,
MNMOR,#e19c25,,MNMOR,MN Morris,iii,#8d191b,Upper Midwest,2399,1400,Morris,US,False,,,45.586072,-95.913941,Big Cat Stadium,MN,,6082,,56267,http://a.espncdn.com/i/teamlogos/ncaa/500/2399.png,,Cougars,Minnesota Morris,
MNST,,Minnesota State Mankato,MNST,Minnesota St,ii,,Northern Sun,2364,7000,Mankato,US,False,,,44.1634663,-93.9993505,Blakeslee Stadium,MN,,3641,,56001,http://a.espncdn.com/i/teamlogos/ncaa/500/2364.png,,Mavericks,Minnesota State Mankato,
MIN,,,MIN,Moorhead,ii,,Northern Sun,2817,5000,Moorhead,US,False,,,46.8739081,-96.7538674,Scheels Field at Nemzek Stadium,MN,,3606,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2817.png,,Dragons,Minnesota State Moorhead,
MIN,,,MIN,Minot St,ii,,Northern Sun,568,4250,Minot,US,False,,,48.23251,-101.296273,Herb Parker Stadium,ND,,6052,,58702,http://a.espncdn.com/i/teamlogos/ncaa/500/568.png,,Beavers,Minot State,
MISC,,,MISC,Misercord,iii,,Mid Atlantic,2969,1500,Dallas,US,False,,,32.3117968,-87.1046643,Mangelsdorf Field,PA,,6083,,18612,http://a.espncdn.com/i/teamlogos/ncaa/500/2969.png,,Cougars,Misericordia,
MIS,#c89700,,MIS,Miss Coll,ii,#0c2240,Gulf South,2401,8500,Clinton,US,False,,,32.3410552,-90.3215983,Robinson-Hale Stadium,MS,,6053,,,http://a.espncdn.com/i/teamlogos/ncaa/500/2401.png,,Choctaws,Mississippi College,
,,,,,,,,1000937,,,,,,,,,,,,,,,,,,Mississippi Gulf Coast C.C.,
MSST,#c1c6c8,,MSST,Mississippi St,fbs,#5d1725,SEC,344,61337,Starkville,US,False,110.2742081,True,33.4563403,-88.7933652,Davis Wade Stadium,MS,America/Chicago,3693,1914,39762,http://a.espncdn.com/i/teamlogos/ncaa/500/344.png,,Bulldogs,Mississippi State,@HailStateFB
MVSU,#cf2d34,,MVSU,Miss Valley St,fcs,#005328,SWAC,2400,10000,Itta Bena,US,False,39.88368607,True,33.5118304,-90.3397718,Rice-Totten Field,MS,America/Chicago,3896,1958,38941,http://a.espncdn.com/i/teamlogos/ncaa/500/2400.png,,Delta Devils,Mississippi Valley State,@MSValleyFB
MIZ,#000000,,MIZ,Missouri,fbs,#f1b82d,SEC,142,71168,Columbia,US,False,212.6865692,False,38.9358491,-92.3332009,Memorial Stadium,MO,America/Chicago,3838,1927,65211,http://a.espncdn.com/i/teamlogos/ncaa/500/142.png,,Tigers,Missouri,@MizzouFootball
MOSSTC,,,MOSSTC,MO Southrn,ii,,Mid America,2403,7000,Joplin,US,False,,,37.08418,-94.51323,Fred G. Hughes Stadium,MO,,6054,,64801,http://a.espncdn.com/i/teamlogos/ncaa/500/2403.png,,Lions,Missouri Southern State,
MISSO,,,MISSO,MO S&T,ii,,Great Lakes,2402,8000,Rolla,US,False,336.1,True,37.95037,-91.780444,Allgood-Bailey Stadium,MO,America/Chicago,3609,1967,65401,http://a.espncdn.com/i/teamlogos/ncaa/500/2402.png,,Miners,Missouri S&T,
MOST,#e8e8e8,,MOST,Missouri St,fcs,#5F0000,MVFC,2623,17337,Springfield,US,False,402.368103,False,37.1976229,-93.2798119,Plaster Sports Complex,MO,America/Chicago,3878,1941,65897,http://a.espncdn.com/i/teamlogos/ncaa/500/2623.png,,Bears,Missouri State,@MOStateFootball
MOW,,,MOW,MO Westrn,ii,,Mid America,137,7200,Saint Joseph,US,False,,,39.7686055,-94.8466322,Craig Field at Spratt Memorial Stadium,MO,,6055,,87554,http://a.espncdn.com/i/teamlogos/ncaa/500/137.png,,Griffons,Missouri Western,
,,,,,,,,1000934,,,,,,,,,,,,,,,,,,Missouri Western State,
,,,,,,,,1000995,,,,,,,,,,,,,,,,,,Monash University,
MONM,,Monmouth NJ,MONM,Monmouth,fcs,#051844,CAA,2405,4200,West Long Branch,US,False,9.9,False,40.278953,-74.009451,Kessler Stadium,NJ,America/New_York,5389,1993,7764 ,http://a.espncdn.com/i/teamlogos/ncaa/500/2405.png,,Hawks,Monmouth,@MUHawksFB
MONMIL,,,MONMIL,Monmth IL,iii,,Midwest,2919,2600,Monmouth,US,False,,,40.9127103,-90.6472477,April Zorn Memorial Stadium,IL,,6084,,61462,http://a.espncdn.com/i/teamlogos/ncaa/500/2919.png,,Fighting Scots,Monmouth (IL),
MONT,#666666,,MONT,Montana,fcs,#751D4A,Big Sky,149,25217,Missoula,US,False,970.345459,False,46.8638753,-113.9815042,Washington-Grizzly Stadium,MT,America/Denver,3987,1986,59812,http://a.espncdn.com/i/teamlogos/ncaa/500/149.png,,Grizzlies,Montana,@MontanaGrizFB
MTST,#bc955c,,MTST,Montana St,fcs,#00205c,Big Sky,147,17000,Bozeman,US,False,1507.508667,False,45.659048,-111.049547,Bobcat Stadium,MT,America/Denver,3643,1973,59718,http://a.espncdn.com/i/teamlogos/ncaa/500/147.png,,Bobcats,Montana State,@MSUBobcatsFB
,,,,MONTANASTN,,,,124390,,,,,,,,,,,,,,,,,Montanastn,MONTANASTN,
MAI,,,MAI,Montana Tech,,,,148,,,,,,,,,,,,,,,,,Orediggers,Montana Tech,
