conferenceGames,expectedWins,division,conference,year,homeGames,teamId,team,awayGames,total
"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",0,Southern,CIAA,2021,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",2940,Livingstone,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 9, 'wins': 1, 'losses': 8, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,Big South,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2261,Hampton,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,,Great Midwest Athletic,2021,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}",2682,Walsh,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 9, 'wins': 2, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",4.2,West,Mid-American,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2050,Ball State,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}"
"{'games': 10, 'wins': 8, 'losses': 2, 'ties': 0}",0,,Northeast 10,2021,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",2060,Bentley,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}"
"{'games': 9, 'wins': 6, 'losses': 3, 'ties': 0}",0,,Rocky Mountain,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2570,CSU Pueblo,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}",0,North,Northern Sun,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",559,University of Mary,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,East,SWAC,2021,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",2011,Alabama State,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,CAA,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2210,Elon,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",3.3,East,American Athletic,2021,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",58,South Florida,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",3.1,West,Mountain West,2021,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",2439,UNLV,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",0,West,SWAC,2021,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",2640,Texas Southern,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 10, 'wins': 2, 'losses': 8, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",0,,Mountain East,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2882,UNC Pembroke,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,West,SIAC,2021,"{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}",2323,Lane College,"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 11, 'wins': 1, 'losses': 10, 'ties': 0}",0,South,Northern Sun,2021,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",389,Upper Iowa University,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 11, 'wins': 1, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0,,Southern,2021,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2382,Mercer,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 7, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",7.4,East,Conference USA,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",276,Marshall,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,West,SWAC,2021,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",2582,Southern,"{'games': 2, 'wins': 1, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,Great Midwest Athletic,2021,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",437,Lake Erie,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",1,,CAA,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",311,Maine,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",8.7,Atlantic,ACC,2021,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",228,Clemson,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",11.3,West,Sun Belt,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",2026,App State,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 14, 'wins': 10, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",4.9,East,Sun Belt,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2653,Troy,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",6,,Big 12,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",277,West Virginia,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 9, 'losses': 0, 'ties': 0}",0.3,East,SWAC,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",2296,Jackson State,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}",3.2,South,Pac-12,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",38,Colorado,"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 4, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0.1,,MVFC,2021,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",2623,Missouri State,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 8, 'losses': 4, 'ties': 0}"
"{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}",0,,Northeast 10,2021,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}",2583,Southern Connecticut State,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",6.1,Mountain,Mountain West,2021,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",36,Colorado State,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 9, 'wins': 0, 'losses': 9, 'ties': 0}",0,Western,Pennsylvania State Athletic,2021,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}",2134,Clarion,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 0, 'losses': 10, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,,GLIAC,2021,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",2886,Northwood (MI),"{'games': 5, 'wins': 0, 'losses': 5, 'ties': 0}","{'games': 10, 'wins': 1, 'losses': 9, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0,,South Atlantic,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2842,UVA Wise,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Ivy,2021,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",171,Columbia,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 7, 'losses': 3, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,Lone Star,2021,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",2704,West Texas A&M,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,West,SIAC,2021,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",2657,Tuskegee,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 9, 'wins': 7, 'losses': 2, 'ties': 0}",8.4,,Big 12,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",201,Oklahoma,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}",0,,Big Sky,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",16,Sacramento State,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",0,Southern,CIAA,2021,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",395,St. Augustine's,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}"
"{'games': 10, 'wins': 8, 'losses': 2, 'ties': 0}",10.2,,Big 12,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",239,Baylor,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 14, 'wins': 12, 'losses': 2, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,,AWC,2021,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",2627,Tarleton State,"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}",0,,Great American,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2191,East Central (OK),"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0.1,East,SWAC,2021,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}",50,Florida A&M,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 12, 'wins': 9, 'losses': 3, 'ties': 0}"
"{'games': 4, 'wins': 1, 'losses': 3, 'ties': 0}",0,East,SIAC,2021,"{'games': 3, 'wins': 1, 'losses': 2, 'ties': 0}",2019,Allen,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",9,West,SEC,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",145,Ole Miss,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",6.7,East,Sun Belt,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",6,South Alabama,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}",0,South,Northern Sun,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2844,Wayne State (NE),"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 9, 'wins': 4, 'losses': 5, 'ties': 0}",0,East,SIAC,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",490,Benedict College,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 11, 'wins': 10, 'losses': 1, 'ties': 0}",0,,Great American,2021,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",2264,Harding University,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",6.6,Atlantic,ACC,2021,"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",183,Syracuse,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 12, 'wins': 5, 'losses': 7, 'ties': 0}"
"{'games': 8, 'wins': 1, 'losses': 7, 'ties': 0}",0,East,SIAC,2021,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}",2805,Clark Atlanta,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 2, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,,Big Sky,2021,"{'games': 8, 'wins': 8, 'losses': 0, 'ties': 0}",147,Montana State,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 15, 'wins': 12, 'losses': 3, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Ivy,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",43,Yale,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 5, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,,CAA,2021,"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",256,James Madison,"{'games': 6, 'wins': 5, 'losses': 1, 'ties': 0}","{'games': 14, 'wins': 12, 'losses': 2, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Great Lakes,2021,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}",2816,McKendree,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 9, 'wins': 2, 'losses': 7, 'ties': 0}"
"{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}",11.7,East,Big Ten,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",130,Michigan,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 14, 'wins': 12, 'losses': 2, 'ties': 0}"
"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",0.2,,AWC,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",55,Jacksonville State,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",11,West,SEC,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",333,Alabama,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 15, 'wins': 13, 'losses': 2, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,Southern,CIAA,2021,"{'games': 3, 'wins': 2, 'losses': 1, 'ties': 0}",2736,Winston-Salem,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,Lone Star,2021,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",2837,East Texas A&M,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",0.9,,CAA,2021,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",227,Rhode Island,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 10, 'wins': 9, 'losses': 1, 'ties': 0}",0,,Mountain East,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",587,Notre Dame College,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 2, 'losses': 6, 'ties': 0}",4.1,West,Conference USA,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2348,Louisiana Tech,"{'games': 6, 'wins': 0, 'losses': 6, 'ties': 0}","{'games': 12, 'wins': 3, 'losses': 9, 'ties': 0}"
"{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}",7,,Big 12,2021,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}",2641,Texas Tech,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",7.9,,FBS Independents,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2335,Liberty,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 8, 'losses': 5, 'ties': 0}"
"{'games': 7, 'wins': 3, 'losses': 4, 'ties': 0}",0,Northern,CIAA,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",330,Virginia St,"{'games': 4, 'wins': 0, 'losses': 4, 'ties': 0}","{'games': 9, 'wins': 3, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",0,,Rocky Mountain,2021,"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",2714,Western Colorado,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}","{'games': 12, 'wins': 10, 'losses': 2, 'ties': 0}"
"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",0,,MEAC,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2428,North Carolina Central,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",0,,MVFC,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",282,Indiana State,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 9, 'wins': 8, 'losses': 1, 'ties': 0}",9.9,East,Big Ten,2021,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",194,Ohio State,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",0,,Pioneer,2021,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",2168,Dayton,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}","{'games': 10, 'wins': 6, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",1,,Southern,2021,"{'games': 7, 'wins': 7, 'losses': 0, 'ties': 0}",2193,East Tennessee State,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 8, 'wins': 5, 'losses': 3, 'ties': 0}",8.3,East,Mid-American,2021,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",193,Miami (OH),"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 3, 'losses': 5, 'ties': 0}",7.2,West,SEC,2021,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",99,LSU,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 13, 'wins': 6, 'losses': 7, 'ties': 0}"
"{'games': 9, 'wins': 5, 'losses': 4, 'ties': 0}",0,,Rocky Mountain,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2123,Chadron St,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 6, 'losses': 5, 'ties': 0}"
"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}",0,,OVC,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2635,Tennessee Tech,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}",0,,Patriot,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",322,Lafayette,"{'games': 6, 'wins': 1, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 3, 'losses': 8, 'ties': 0}"
"{'games': 8, 'wins': 0, 'losses': 8, 'ties': 0}",0.9,East,SEC,2021,"{'games': 7, 'wins': 1, 'losses': 6, 'ties': 0}",238,Vanderbilt,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 12, 'wins': 2, 'losses': 10, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,OVC,2021,"{'games': 4, 'wins': 3, 'losses': 1, 'ties': 0}",2634,Tennessee State,"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",0,,South Atlantic,2021,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}",351,Wingate,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 10, 'wins': 7, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,,Pioneer,2021,"{'games': 5, 'wins': 5, 'losses': 0, 'ties': 0}",2166,Davidson,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 6, 'losses': 2, 'ties': 0}",0,,South Atlantic,2021,"{'games': 7, 'wins': 6, 'losses': 1, 'ties': 0}",2369,Mars Hill,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 8, 'losses': 3, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0.6,,Southland,2021,"{'games': 6, 'wins': 6, 'losses': 0, 'ties': 0}",2916,Incarnate Word,"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 10, 'losses': 3, 'ties': 0}"
"{'games': 11, 'wins': 9, 'losses': 2, 'ties': 0}",0,Eastern,Pennsylvania State Athletic,2021,"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",2315,Kutztown University,"{'games': 5, 'wins': 4, 'losses': 1, 'ties': 0}","{'games': 13, 'wins': 11, 'losses': 2, 'ties': 0}"
"{'games': 0, 'wins': 0, 'losses': 0, 'ties': 0}",10,,FBS Independents,2021,"{'games': 7, 'wins': 5, 'losses': 2, 'ties': 0}",349,Army,"{'games': 4, 'wins': 2, 'losses': 2, 'ties': 0}","{'games': 13, 'wins': 9, 'losses': 4, 'ties': 0}"
"{'games': 8, 'wins': 7, 'losses': 1, 'ties': 0}",0,,Pioneer,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",301,San Diego,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
"{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}",0,,Mountain East,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2148,Concord University,"{'games': 5, 'wins': 1, 'losses': 4, 'ties': 0}","{'games': 10, 'wins': 4, 'losses': 6, 'ties': 0}"
"{'games': 7, 'wins': 2, 'losses': 5, 'ties': 0}",0,,Gulf South,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2822,North Greenville,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 11, 'wins': 5, 'losses': 6, 'ties': 0}"
"{'games': 8, 'wins': 4, 'losses': 4, 'ties': 0}",4.5,West,Mid-American,2021,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}",2199,Eastern Michigan,"{'games': 6, 'wins': 3, 'losses': 3, 'ties': 0}","{'games': 13, 'wins': 7, 'losses': 6, 'ties': 0}"
"{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}",0,,Mid America,2021,"{'games': 5, 'wins': 2, 'losses': 3, 'ties': 0}",2122,Central Oklahoma,"{'games': 6, 'wins': 2, 'losses': 4, 'ties': 0}","{'games': 11, 'wins': 4, 'losses': 7, 'ties': 0}"
"{'games': 7, 'wins': 4, 'losses': 3, 'ties': 0}",0,,Great Midwest Athletic,2021,"{'games': 5, 'wins': 3, 'losses': 2, 'ties': 0}",2477,Ohio Dominican,"{'games': 6, 'wins': 4, 'losses': 2, 'ties': 0}","{'games': 11, 'wins': 7, 'losses': 4, 'ties': 0}"
